-- id, data, cliente, valor
"119","2017-05-26","119","5.002"
"120","2009-10-21","120","0.864"
"121","1994-06-11","121","0"
"122","2019-06-23","122","890312000"
"123","1990-03-26","123","78936300"
"124","1973-03-02","124","11.5084"
"125","2017-10-03","125","634147000"
"126","2019-11-15","126","2025570"
"127","1998-07-21","127","0"
"128","2017-05-13","128","3415320"
"129","2000-08-23","129","0"
"130","1973-08-12","130","7527.76"
"131","1977-07-20","131","354.419"
"132","2006-11-21","132","1684.3"
"133","2005-09-12","133","0"
"134","1975-12-12","134","39034.6"
"135","1995-12-25","135","0"
"136","1997-08-04","136","31963.5"
"137","1992-08-27","137","4737.21"
"138","2015-07-18","138","0"
"139","1986-10-22","139","293"
"140","2006-09-14","140","347.3"
"141","1971-04-07","141","64.1"
"142","1993-09-24","142","23708"
"143","1994-09-03","143","196956000"
"144","2002-09-25","144","2934"
"145","1989-07-12","145","62.5679"
"146","1977-08-08","146","1.6"
"147","2010-11-04","147","0"
"148","2016-09-21","148","0.8"
"149","2018-12-24","149","73"
"150","1985-07-03","150","0"
"151","1988-06-23","151","164787000"
"152","2004-09-19","152","290198000"
"153","1973-11-26","153","241755000"
"154","1994-10-22","154","9308180"
"155","1980-11-10","155","16.3457"
"156","1982-12-23","156","53.3135"
"157","1985-09-30","157","95265400"
"158","2006-02-11","158","0"
"159","1995-04-12","159","27980600"
"160","1996-02-23","160","12264"
"161","1997-08-24","161","3.68"
"162","1979-03-25","162","113510"
"163","1997-03-05","163","4.8981"
"164","1981-01-04","164","0"
"165","1983-03-28","165","537877"
"166","1984-12-12","166","0"
"167","1982-03-19","167","0"
"168","1985-06-12","168","81.7812"
"169","1977-10-14","169","53.1408"
"170","1972-02-20","170","11980.5"
"171","1975-06-22","171","1570580"
"172","1988-10-26","172","9866840"
"173","1999-10-25","173","52430.9"
"174","1976-03-03","174","59394.7"
"175","2003-05-07","175","5.0279"
"176","1998-11-16","176","4.13597"
"177","2014-07-21","177","89.0549"
"178","2019-03-06","178","69.7633"
"179","2000-01-02","179","3.52"
"180","1974-06-10","180","855526"
"181","1993-05-08","181","42437.1"
"182","1985-05-26","182","3.91237"
"183","1971-07-14","183","30569700"
"184","1987-06-09","184","305728"
"185","2005-03-08","185","475.402"
"186","1999-08-26","186","391404000"
"187","1978-07-29","187","289.281"
"188","2003-06-22","188","0"
"189","2007-03-07","189","0"
"190","1987-10-08","190","293452"
"191","1976-12-11","191","6234910"
"192","2018-02-18","192","2158250"
"193","2010-05-04","193","18.8024"
"194","2008-03-16","194","420858000"
"195","1999-06-20","195","617.331"
"196","1999-10-29","196","332942"
"197","2004-10-04","197","47961200"
"198","2003-05-18","198","4201580"
"199","2002-03-24","199","0"
"200","2004-07-04","200","24321.8"
"201","1975-01-01","201","54246100"
"202","1990-09-15","202","0"
"203","1994-05-20","203","6.2315"
"204","1982-05-23","204","379.274"
"205","2000-10-08","205","115508"
"206","2019-03-22","206","0"
"207","1979-08-10","207","2803.19"
"208","1983-08-01","208","9.34774"
"209","1993-03-07","209","0"
"210","2014-01-03","210","61.49"
"211","2016-04-07","211","702882"
"212","1976-07-12","212","235039000"
"213","2008-12-02","213","4869.88"
"214","2008-04-02","214","1"
"215","1987-01-28","215","3763"
"216","1999-09-19","216","198.042"
"217","1971-04-10","217","0"
"218","2018-09-14","218","71531800"
"219","1972-08-19","219","2.97321"
"220","1998-03-07","220","0"
"221","1973-02-13","221","48733400"
"222","1995-07-24","222","1.376"
"223","2007-04-15","223","0"
"224","1992-04-26","224","165538000"
"225","2006-09-02","225","2262200"
"226","2000-02-28","226","2223100"
"227","1972-11-11","227","486649000"
"228","1978-09-28","228","35611.3"
"229","1977-10-13","229","25427.1"
"230","2007-06-11","230","28.543"
"231","1989-01-27","231","5.28"
"232","1991-01-05","232","63171"
"233","1989-12-08","233","223764"
"234","2020-08-21","234","1.51477"
"235","2003-07-07","235","4404470"
"236","1972-09-18","236","2.5"
"237","2008-10-14","237","189662"
"238","1990-05-29","238","1970480"
"239","1976-01-18","239","703134000"
"240","1978-06-30","240","123757"
"241","1998-01-29","241","952487"
"242","1994-08-10","242","5.393"
"243","2019-07-03","243","322"
"244","2019-06-28","244","66230100"
"245","1989-09-27","245","2802240"
"246","2001-06-14","246","60249800"
"247","2018-12-16","247","6.308"
"248","1981-11-12","248","6.42002"
"249","2002-08-31","249","20418.3"
"250","1975-04-03","250","170600"
"251","1994-01-19","251","436450"
"252","2007-03-26","252","44.1009"
"253","1985-06-29","253","0.289029"
"254","1976-02-28","254","454153"
"255","2015-06-20","255","6854480"
"256","2010-07-06","256","159269"
"257","1976-04-30","257","90833.9"
"258","2005-06-28","258","0"
"259","1989-03-17","259","78.02"
"260","1998-01-01","260","5964750"
"261","2013-06-02","261","261.426"
"262","2003-07-27","262","2391410"
"263","2010-11-28","263","3031340"
"264","1973-03-26","264","30515900"
"265","2006-11-18","265","3184.44"
"266","1980-02-02","266","0.21"
"267","2002-07-29","267","0"
"268","2006-02-24","268","2553890"
"269","1972-03-29","269","0"
"270","2020-01-10","270","0"
"271","1971-11-15","271","11793200"
"272","1998-04-25","272","10.1"
"273","2003-01-01","273","11163"
"274","1972-05-16","274","1003.18"
"275","2010-04-25","275","36140.6"
"276","2020-01-02","276","1"
"277","2012-11-10","277","241.325"
"278","1990-08-07","278","62677900"
"279","2002-03-11","279","2.91395"
"280","1990-08-22","280","1361.99"
"281","1977-11-08","281","603.003"
"282","1998-12-13","282","47.5338"
"283","1993-03-19","283","0"
"284","2014-06-08","284","4.6"
"285","1999-09-24","285","0"
"286","1992-05-15","286","0"
"287","1990-11-23","287","282485"
"288","1983-07-07","288","17.1004"
"289","1975-01-29","289","4874.3"
"290","1993-01-01","290","3.58"
"291","1991-12-28","291","3426.34"
"292","1996-09-16","292","42964"
"293","1985-09-08","293","18915200"
"294","2002-08-01","294","0"
"295","1984-11-11","295","215806000"
"296","2020-11-09","296","41319.7"
"297","1982-10-02","297","498157"
"298","1997-07-11","298","0"
"299","1974-05-19","299","1141.2"
"300","2013-07-17","300","39807.4"
"301","1987-11-27","301","31087200"
"302","2019-11-30","302","0"
"303","2009-05-18","303","76.1295"
"304","2009-07-14","304","39621.2"
"305","1980-11-27","305","0"
"306","2015-09-06","306","803.085"
"307","2001-05-13","307","36655"
"308","1998-10-02","308","9.57965"
"309","1989-02-06","309","25791300"
"310","1982-05-04","310","31656200"
"311","2015-09-10","311","3473690"
"312","2008-01-21","312","7513.64"
"313","1988-02-04","313","1520"
"314","1972-12-11","314","136.929"
"315","2014-02-09","315","221621000"
"316","1998-06-30","316","960394"
"317","1989-07-22","317","8256420"
"318","1997-07-13","318","323744"
"319","1971-07-12","319","53.8327"
"320","1995-05-14","320","0"
"321","2005-05-31","321","0"
"322","1993-07-22","322","2361380"
"323","2018-07-18","323","2.1602"
"324","1986-03-20","324","37669"
"325","2015-10-09","325","935637"
"326","2011-03-22","326","41.29"
"327","1989-01-19","327","9304960"
"328","1980-07-28","328","0"
"329","1995-07-25","329","1.78"
"330","1970-09-27","330","148.838"
"331","1982-05-11","331","4142250"
"332","1989-02-10","332","48565.9"
"333","1993-04-01","333","3.18985"
"334","2019-04-22","334","59.0779"
"335","1991-09-27","335","228901"
"336","1978-01-01","336","647.971"
"337","1979-06-25","337","238.298"
"338","1972-02-01","338","0.849965"
"339","2011-12-30","339","5117070"
"340","1980-04-04","340","10.4715"
"341","2000-12-04","341","19379.5"
"342","2014-07-07","342","4.41919"
"343","2001-10-06","343","2561720"
"344","1971-06-04","344","1941"
"345","1972-04-01","345","255266000"
"346","1997-12-04","346","26.0311"
"347","1991-04-18","347","0"
"348","1982-12-08","348","107176000"
"349","2004-01-24","349","4918930"
"350","1985-02-09","350","71769.8"
"351","2001-01-25","351","23041.6"
"352","1977-05-11","352","53618300"
"353","2019-08-11","353","337289000"
"354","1993-09-22","354","1141"
"355","1995-07-02","355","6815960"
"356","1998-01-12","356","1.545"
"357","2019-11-05","357","176679"
"358","1988-07-04","358","911057"
"359","1991-05-11","359","47191.2"
"360","1993-10-24","360","291969"
"361","1985-09-28","361","0.714478"
"362","2018-09-09","362","2197030"
"363","2005-12-06","363","89361"
"364","2017-01-10","364","35646000"
"365","1979-04-27","365","6.42"
"366","2013-11-14","366","598042"
"367","2011-06-27","367","4677030"
"368","2010-07-13","368","75251600"
"369","1993-07-15","369","356.846"
"370","2001-06-06","370","53.07"
"371","2019-12-02","371","5712.14"
"372","2007-04-15","372","445899"
"373","1972-01-28","373","392433"
"374","1986-02-23","374","3751.57"
"375","1982-05-23","375","27200.3"
"376","1975-12-09","376","1580.5"
"377","2018-07-24","377","64431600"
"378","1999-04-11","378","398.201"
"379","1989-04-16","379","2381.04"
"380","2011-11-30","380","4215650"
"381","2011-12-19","381","81723.3"
"382","1988-04-15","382","45716.1"
"383","1973-04-20","383","43047600"
"384","1992-04-18","384","380.991"
"385","1970-03-28","385","73415"
"386","2015-07-31","386","0"
"387","1991-08-25","387","55906"
"388","2019-08-28","388","15"
"389","1981-01-31","389","0"
"390","1978-09-04","390","85.976"
"391","2003-12-24","391","447632"
"392","2001-01-28","392","47.601"
"393","1982-04-27","393","32.7629"
"394","2007-08-13","394","37910.7"
"395","1979-07-10","395","0"
"396","1989-08-24","396","40699900"
"397","1970-01-04","397","168.768"
"398","2005-09-25","398","77101"
"399","1989-05-09","399","8177.73"
"400","2012-06-09","400","6459440"
"401","1985-07-05","401","0"
"402","1989-08-01","402","389.7"
"403","1973-06-16","403","14229600"
"404","1976-12-13","404","12.4965"
"405","2020-10-17","405","393228"
"406","1994-02-26","406","4.3654"
"407","1978-06-16","407","27098100"
"408","1979-06-19","408","1.13872"
"409","1995-06-07","409","54.7202"
"410","1998-04-14","410","4845930"
"411","1990-11-22","411","40427.1"
"412","1983-03-31","412","63189.7"
"413","1986-01-05","413","52.0872"
"414","1999-06-07","414","0"
"415","1999-02-07","415","35323700"
"416","1988-07-29","416","0"
"417","2009-08-10","417","71.779"
"418","2013-10-14","418","1698860"
"419","2016-01-02","419","7.63619"
"420","2020-10-06","420","0.420899"
"421","2005-10-11","421","1"
"422","2009-12-28","422","45561"
"423","1989-05-08","423","368430000"
"424","2017-07-27","424","757.085"
"425","2010-04-30","425","2"
"426","1999-08-28","426","2.1015"
"427","1977-02-10","427","47310.5"
"428","1991-11-01","428","93.2448"
"429","1977-01-25","429","2.96546"
"430","1989-02-19","430","776.183"
"431","1997-10-27","431","2.0011"
"432","1970-02-19","432","361.218"
"433","1983-12-25","433","861.645"
"434","1975-06-14","434","307692"
"435","1988-03-04","435","66.8801"
"436","2009-06-06","436","27318.9"
"437","2015-07-29","437","4.2377"
"438","1978-07-06","438","0"
"439","2012-06-26","439","593.222"
"440","1970-08-31","440","185045000"
"441","2002-11-22","441","76763500"
"442","1993-01-23","442","61.9507"
"443","2007-09-11","443","138462000"
"444","2016-07-05","444","396599000"
"445","2012-12-19","445","281647000"
"446","1996-07-21","446","29726"
"447","1978-03-29","447","9026350"
"448","1984-09-20","448","49925700"
"449","1972-12-22","449","4.797"
"450","1976-09-04","450","334440"
"451","1974-09-23","451","117.9"
"452","2010-09-13","452","487838000"
"453","1978-04-18","453","1.24475"
"454","2006-05-08","454","16.2335"
"455","1985-12-05","455","7.77"
"456","2009-06-30","456","114.97"
"457","1988-04-17","457","0.830764"
"458","1972-10-07","458","45722.8"
"459","1975-12-11","459","0.6886"
"460","1990-11-13","460","739459000"
"461","1979-10-14","461","125601"
"462","2006-11-13","462","0"
"463","2002-01-21","463","0"
"464","1987-05-19","464","87.547"
"465","2011-04-19","465","3249.73"
"466","1998-03-08","466","16607.7"
"467","1986-01-16","467","6.12"
"468","1981-05-16","468","0"
"469","2015-09-01","469","55671.2"
"470","2009-08-25","470","370697"
"471","1989-01-14","471","739.304"
"472","1972-01-19","472","5501580"
"473","1986-03-01","473","28075"
"474","2019-08-18","474","0"
"475","1994-03-13","475","2138.64"
"476","1992-03-20","476","6791760"
"477","2005-07-09","477","397615000"
"478","1974-02-11","478","0"
"479","1999-09-07","479","210.467"
"480","1984-08-29","480","128349000"
"481","1997-03-01","481","235.473"
"482","1981-10-15","482","181.267"
"483","2008-10-13","483","261254000"
"484","2015-05-30","484","0"
"485","2000-02-13","485","7292.31"
"486","1993-01-01","486","505.987"
"487","1985-02-07","487","101694000"
"488","1998-07-19","488","3.8"
"489","1981-05-23","489","1742.31"
"490","2012-06-11","490","9.10406"
"491","1980-08-10","491","3905050"
"492","2003-07-07","492","732920000"
"493","1994-07-14","493","17326.4"
"494","2020-09-26","494","489372"
"495","1987-04-12","495","45.4"
"496","1982-05-31","496","412624"
"497","1988-02-21","497","1531.66"
"498","1984-01-16","498","19758.5"
"499","1991-05-17","499","2.4"
"500","2007-03-20","500","43445.1"
"501","2010-06-11","501","0"
"502","1978-07-22","502","4183.41"
"503","1974-04-12","503","209776000"
"504","2009-05-25","504","9.9"
"505","2010-05-11","505","9913.15"
"506","1992-05-24","506","13.31"
"507","2012-03-16","507","232.99"
"508","2018-01-12","508","17922400"
"509","2001-12-25","509","2.64438"
"510","1980-05-06","510","42129600"
"511","2020-05-30","511","19144.5"
"512","1976-08-24","512","157146000"
"513","1999-08-16","513","2842860"
"514","1986-09-01","514","2596"
"515","1991-12-28","515","573.72"
"516","1979-08-11","516","27314400"
"517","1996-05-22","517","12348000"
"518","2004-08-11","518","2.96317"
"519","2019-01-29","519","204.297"
"520","2004-09-29","520","12121.9"
"521","1983-07-20","521","35780400"
"522","1970-05-29","522","650.1"
"523","1991-10-14","523","442285000"
"524","2011-07-31","524","63322600"
"525","2009-10-12","525","3.97924"
"526","2012-05-11","526","8"
"527","1977-12-01","527","78.05"
"528","1987-09-23","528","11165.9"
"529","1971-03-09","529","39.2758"
"530","1973-12-01","530","232.004"
"531","1982-03-04","531","2.89"
"532","1970-02-06","532","807142"
"533","2017-03-20","533","11208600"
"534","2001-07-02","534","0"
"535","1996-09-22","535","73.5792"
"536","2005-01-17","536","2878690"
"537","1993-10-19","537","8234.2"
"538","2006-10-24","538","24.497"
"539","2006-03-26","539","19919500"
"540","2006-03-16","540","69807.2"
"541","1990-02-22","541","349316"
"542","2005-03-25","542","0"
"543","1988-09-02","543","4.7"
"544","1976-06-29","544","55070.1"
"545","1989-12-12","545","18525700"
"546","1982-07-14","546","0.853455"
"547","2000-12-16","547","28749400"
"548","1990-12-26","548","91.0504"
"549","2012-11-23","549","379.1"
"550","2010-08-14","550","11510000"
"551","2001-02-21","551","13696.1"
"552","1970-05-20","552","6.53096"
"553","2001-04-01","553","132585000"
"554","1973-12-04","554","319.4"
"555","2009-02-18","555","137.788"
"556","1996-05-05","556","81"
"557","1993-10-22","557","4.92541"
"558","1979-02-09","558","474159000"
"559","2010-06-24","559","0"
"560","1981-04-18","560","65"
"561","2004-07-04","561","0.047"
"562","1983-05-26","562","2.41344"
"563","1984-05-29","563","240924"
"564","1989-06-03","564","479481"
"565","1990-08-17","565","17466.9"
"566","2002-08-15","566","3691.9"
"567","2003-11-03","567","6"
"568","2000-09-10","568","284677000"
"569","1971-05-30","569","16"
"570","1990-05-08","570","86617"
"571","1986-06-13","571","5"
"572","1996-09-21","572","109.163"
"573","2018-10-14","573","29167.5"
"574","1977-03-01","574","699215"
"575","1987-05-09","575","0"
"576","2013-05-23","576","0.535869"
"577","1978-01-29","577","494935000"
"578","1981-02-20","578","0"
"579","1983-02-07","579","6459.48"
"580","1994-01-15","580","61.978"
"581","2005-06-06","581","25849400"
"582","2019-11-23","582","0"
"583","1992-04-05","583","170.66"
"584","2001-07-10","584","6839.37"
"585","1977-11-10","585","1.51754"
"586","2009-12-25","586","1372190"
"587","1983-06-10","587","46.8037"
"588","1999-01-24","588","36.3253"
"589","1999-06-15","589","256823000"
"590","1986-07-27","590","1368.85"
"591","2007-12-22","591","2074.8"
"592","1983-09-22","592","0.435588"
"593","1980-04-30","593","385.04"
"594","1995-12-02","594","194924000"
"595","2019-07-30","595","2.14"
"596","1970-10-13","596","4527.81"
"597","1977-09-21","597","7986920"
"598","1988-01-31","598","1"
"599","2001-08-24","599","1051.88"
"600","1979-07-22","600","376349"
"601","1979-06-06","601","2.423"
"602","2015-07-03","602","227.117"
"603","1972-01-03","603","1.16759"
"604","1978-06-20","604","2750.64"
"605","2016-09-22","605","15960"
"606","2010-06-18","606","3.39"
"607","1994-09-29","607","2694050"
"608","1988-10-29","608","2425180"
"609","2012-03-09","609","3959360"
"610","1982-04-02","610","75439700"
"611","2000-04-20","611","0"
"612","1982-01-14","612","30013900"
"613","1980-02-19","613","510.675"
"614","2017-04-12","614","19596.1"
"615","1982-05-14","615","142.04"
"616","1971-04-10","616","33098.5"
"617","1990-03-20","617","6.79614"
"618","1991-09-11","618","3.2"
"619","2010-03-28","619","47390.5"
"620","1977-09-29","620","147859"
"621","1980-03-01","621","20022.5"
"622","1991-03-15","622","51.6354"
"623","2017-05-16","623","0"
"624","1987-03-03","624","5.3"
"625","1990-01-20","625","0"
"626","2015-03-15","626","51965"
"627","1997-02-11","627","96.05"
"628","1973-02-09","628","441088"
"629","1972-09-27","629","40591100"
"630","1983-12-18","630","2.82164"
"631","1986-10-24","631","0"
"632","2009-02-05","632","70583000"
"633","1993-11-01","633","0.17609"
"634","1975-01-28","634","7.49069"
"635","2020-11-15","635","4305.54"
"636","1974-01-13","636","2.28628"
"637","1979-06-18","637","0"
"638","1993-12-24","638","54.2"
"639","2002-07-12","639","0"
"640","1985-05-29","640","0"
"641","2002-04-08","641","1.9"
"642","1997-11-24","642","132782"
"643","1986-06-10","643","276313"
"644","1970-07-26","644","3"
"645","1979-04-04","645","1.5541"
"646","1971-07-15","646","0"
"647","1992-08-25","647","16.9"
"648","1975-07-05","648","131.477"
"649","1995-10-31","649","0.04084"
"650","1994-07-11","650","125437000"
"651","1993-09-02","651","2801100"
"652","2017-02-08","652","200476"
"653","1987-02-13","653","4224790"
"654","1986-06-12","654","197200"
"655","2000-11-19","655","192138"
"656","1977-08-16","656","3586100"
"657","1991-08-11","657","39664900"
"658","1990-09-03","658","5058.89"
"659","2009-07-31","659","262.364"
"660","2019-05-13","660","809.02"
"661","1997-05-08","661","236.497"
"662","2014-07-11","662","0"
"663","2013-02-07","663","256679"
"664","2005-02-08","664","0"
"665","1983-03-12","665","1936.34"
"666","1999-05-17","666","12681300"
"667","2020-09-27","667","0"
"668","1984-11-03","668","2281820"
"669","1983-04-01","669","0"
"670","1972-12-14","670","840500"
"671","1977-08-03","671","9.45716"
"672","1985-08-26","672","3227"
"673","2018-08-18","673","694009"
"674","1987-02-08","674","0.9301"
"675","1974-06-07","675","11"
"676","1978-10-26","676","6983000"
"677","1998-09-01","677","516"
"678","1988-05-11","678","0"
"679","1972-08-17","679","49.296"
"680","1997-02-23","680","2116020"
"681","1995-09-29","681","1.37347"
"682","1978-08-24","682","0"
"683","1972-04-30","683","47783.9"
"684","2003-04-06","684","3456.09"
"685","1978-08-01","685","28581.3"
"686","1998-02-23","686","29125600"
"687","1997-05-11","687","563.23"
"688","2009-02-12","688","1012860"
"689","2019-08-19","689","35243.7"
"690","2002-09-29","690","82918.4"
"691","1983-08-09","691","467285000"
"692","2008-07-24","692","29323800"
"693","1995-09-19","693","487.459"
"694","2017-03-29","694","4126.46"
"695","2019-12-17","695","217972000"
"696","1976-07-01","696","16682.2"
"697","2017-01-31","697","3291.13"
"698","1988-05-12","698","157895"
"699","2012-08-26","699","1.78"
"700","2017-02-06","700","572.079"
"701","2010-01-21","701","30655.4"
"702","1976-11-23","702","329993"
"703","1991-05-11","703","3322410"
"704","1972-01-04","704","28949.5"
"705","2017-03-21","705","0"
"706","2017-08-14","706","4031.88"
"707","1986-07-18","707","896211000"
"708","1994-03-24","708","564510"
"709","2008-11-29","709","39.12"
"710","1975-12-14","710","23.3095"
"711","2020-06-05","711","1.3961"
"712","1977-12-12","712","27346900"
"713","2013-12-08","713","50001"
"714","1988-05-18","714","90976.8"
"715","2002-07-02","715","124790000"
"716","1987-12-05","716","38571.7"
"717","1977-06-23","717","23.6767"
"718","1979-03-31","718","149.514"
"719","2006-01-12","719","121147"
"720","2008-04-19","720","368760"
"721","1990-03-16","721","256.669"
"722","1974-07-12","722","53659.4"
"723","1988-12-24","723","740556000"
"724","1990-08-16","724","156.157"
"725","1984-07-19","725","353549"
"726","2001-06-02","726","20566.5"
"727","2019-10-17","727","249579"
"728","1978-11-07","728","22576100"
"729","1999-03-02","729","35068800"
"730","2009-12-17","730","46.0393"
"731","2009-11-08","731","121326000"
"732","2001-05-09","732","0"
"733","1972-06-14","733","66702000"
"734","1994-12-22","734","0.432359"
"735","1980-09-15","735","1.4074"
"736","1979-09-17","736","3431400"
"737","2006-12-20","737","1413310"
"738","1983-12-28","738","0"
"739","1997-08-12","739","11.7205"
"740","1975-08-27","740","68.7"
"741","2017-12-15","741","54241.1"
"742","1975-04-11","742","224659"
"743","2000-07-03","743","87.2978"
"744","2020-06-30","744","39"
"745","1970-10-19","745","3107860"
"746","2015-07-04","746","145.4"
"747","2015-08-02","747","31618600"
"748","2020-10-02","748","75108.4"
"749","2018-06-11","749","646597000"
"750","2014-02-03","750","9812820"
"751","2002-05-07","751","362.4"
"752","1972-12-09","752","150167000"
"753","2005-09-16","753","12149.1"
"754","2002-03-25","754","5859.11"
"755","1973-01-12","755","6315750"
"756","1987-12-08","756","5.95564"
"757","2020-03-21","757","215540"
"758","2020-05-12","758","631081000"
"759","1976-08-30","759","4666920"
"760","2016-09-02","760","43615.7"
"761","1982-07-11","761","5741.36"
"762","2000-08-30","762","4514.32"
"763","1987-11-06","763","1046.67"
"764","1995-12-10","764","213414"
"765","1980-01-06","765","23.9"
"766","1982-01-12","766","4.6286"
"767","2002-05-20","767","5600160"
"768","1999-06-10","768","0"
"769","1990-01-02","769","0"
"770","2013-01-28","770","6025.78"
"771","1999-12-03","771","586656000"
"772","2016-11-14","772","6.92559"
"773","1973-01-29","773","3697020"
"774","1987-04-04","774","545309"
"775","1977-04-02","775","2.20121"
"776","2005-07-11","776","143900"
"777","2019-03-26","777","0"
"778","1983-02-26","778","554.849"
"779","1978-10-15","779","0.0924"
"780","2009-05-23","780","432478"
"781","1973-04-07","781","5653.09"
"782","2007-08-16","782","64.9902"
"783","1992-08-09","783","6152.53"
"784","2010-04-30","784","80.5033"
"785","1984-03-17","785","22649.3"
"786","1986-10-19","786","2180.9"
"787","2005-01-18","787","40743.5"
"788","1977-08-25","788","1956.52"
"789","2012-04-11","789","15425.8"
"790","1985-05-29","790","1982.28"
"791","1979-01-24","791","0"
"792","2017-10-19","792","60379.1"
"793","1977-12-12","793","8029960"
"794","1993-03-17","794","0.0240048"
"795","1988-05-21","795","319300"
"796","2013-10-17","796","61880800"
"797","2002-08-26","797","41.501"
"798","1995-12-27","798","38806600"
"799","1973-02-17","799","6947210"
"800","1978-05-11","800","108752"
"801","1984-12-19","801","9763360"
"802","2012-11-11","802","9735410"
"803","2012-04-14","803","15969100"
"804","2010-04-14","804","127.059"
"805","2016-06-21","805","0"
"806","2017-05-09","806","49653300"
"807","2002-05-03","807","879.182"
"808","1970-02-14","808","494395"
"809","1970-04-17","809","4.69768"
"810","1998-08-20","810","4.9292"
"811","1988-04-23","811","108.012"
"812","1996-01-13","812","521378"
"813","2004-11-15","813","0"
"814","1979-03-09","814","142482"
"815","1984-04-14","815","34.1979"
"816","2019-07-21","816","2"
"817","1973-06-19","817","2.7"
"818","2015-11-15","818","25003.2"
"819","1991-08-25","819","31204.6"
"820","1974-08-25","820","0.42"
"821","2014-07-16","821","4144490"
"822","2010-04-28","822","5681.5"
"823","1980-10-10","823","2472.8"
"824","1982-12-05","824","4310360"
"825","2014-08-17","825","287.953"
"826","2005-01-09","826","2"
