-- id, data, cliente, valor
"88","1975-03-12","88","46355.8"
"89","2013-09-17","89","3.7936"
"90","1970-09-07","90","328834"
"91","1972-03-25","91","7.85653"
"92","2006-04-15","92","2.94694"
"93","2012-10-27","93","27.29"
"94","1977-05-30","94","44.48"
"95","1998-07-01","95","313.148"
"96","1980-10-10","96","67129000"
"97","1975-03-13","97","42588.9"
"98","2000-09-17","98","4204"
"99","1990-12-03","99","46810.8"
"100","1985-03-29","100","0.8776"
"101","2008-10-30","101","0"
"102","2012-05-23","102","45258"
"103","2005-12-10","103","17.9792"
"104","2012-02-22","104","0"
"105","1996-11-27","105","5811450"
"106","2017-07-14","106","12566300"
"107","2003-07-19","107","100312000"
"108","1986-10-28","108","0.959214"
"109","1991-04-06","109","71.65"
"110","2010-03-12","110","35059"
"111","1995-12-22","111","3.43042"
"112","1977-04-28","112","4.61739"
"113","2002-11-08","113","269"
"114","1976-06-16","114","2971650"
"115","1977-07-20","115","640827"
"116","1979-08-01","116","5.76792"
"117","1990-02-12","117","155.586"
"118","1977-12-15","118","168.61"
"119","1972-01-16","119","2468880"
"120","2012-02-17","120","3.74762"
"121","1979-10-15","121","38361200"
"122","1986-05-29","122","87830400"
"123","2015-03-20","123","4.9"
"124","2012-11-12","124","1674.19"
"125","1997-01-12","125","1953570"
"126","1979-01-04","126","0"
"127","1986-06-21","127","51727.6"
"128","2018-09-08","128","26.7"
"129","1977-12-27","129","63.1952"
"130","1993-06-19","130","245.63"
"131","2008-07-26","131","137.4"
"132","1990-05-30","132","21661.9"
"133","1985-02-21","133","3583940"
"134","1979-05-20","134","209529000"
"135","2010-08-22","135","71.39"
"136","2012-05-29","136","126.349"
"137","1993-03-09","137","489479"
"138","2011-04-02","138","21.524"
"139","2005-06-05","139","25.2023"
"140","1981-10-13","140","6253.15"
"141","2019-12-04","141","9509200"
"142","2012-05-26","142","1540060"
"143","2018-07-18","143","0.914"
"144","2016-12-08","144","20217.6"
"145","1983-09-21","145","28651"
"146","2012-05-21","146","30404100"
"147","1992-02-22","147","168.07"
"148","2002-01-27","148","66867500"
"149","2017-10-26","149","54.47"
"150","1987-11-02","150","0"
"151","2008-02-27","151","30919900"
"152","1970-01-20","152","1.19753"
"153","2001-05-04","153","567969000"
"154","1972-05-25","154","77.98"
"155","1985-06-18","155","26"
"156","1971-06-29","156","18446600"
"157","1990-05-08","157","892.742"
"158","1989-01-06","158","0"
"159","1985-03-15","159","295752"
"160","2003-11-18","160","38.5"
"161","2012-04-06","161","276468000"
"162","1970-07-09","162","566651"
"163","2002-03-12","163","0.6178"
"164","1990-09-21","164","472046000"
"165","1991-02-12","165","572"
"166","1978-05-07","166","24841400"
"167","2000-10-05","167","42.0135"
"168","1996-03-07","168","26513.9"
"169","1995-12-11","169","3248"
"170","2018-07-14","170","0.82128"
"171","1993-05-11","171","1"
"172","1980-02-28","172","3119.81"
"173","2009-03-14","173","234869"
"174","2018-01-09","174","0"
"175","2005-03-29","175","3198.93"
"176","1997-11-16","176","2.6"
"177","2002-04-10","177","0"
"178","1984-03-02","178","314322000"
"179","1988-05-30","179","25"
"180","1993-07-10","180","291011"
"181","2006-04-03","181","4121.61"
"182","1973-04-16","182","6368.62"
"183","1976-05-17","183","1477.01"
"184","1999-07-23","184","22618600"
"185","1982-12-22","185","0"
"186","1971-11-13","186","2251.79"
"187","1973-07-17","187","18275600"
"188","1981-07-14","188","1.65624"
"189","1990-07-17","189","272573000"
"190","2019-01-14","190","3400.25"
"191","2000-08-12","191","0"
"192","2016-03-31","192","907194"
"193","1988-09-12","193","282973000"
"194","2002-04-12","194","128"
"195","1982-03-18","195","4025.43"
"196","1982-03-28","196","516841000"
"197","1982-08-23","197","28386900"
"198","1987-02-16","198","254.76"
"199","2013-07-12","199","21625200"
"200","1994-05-09","200","25.0839"
"201","1974-10-25","201","4434.66"
"202","2020-02-17","202","61.1868"
"203","1983-04-12","203","827766"
"204","1972-08-01","204","0.751735"
"205","2011-06-27","205","2395.3"
"206","1976-05-29","206","3297290"
"207","1979-07-23","207","66.3281"
"208","1980-05-06","208","0"
"209","2015-03-26","209","120321"
"210","1998-01-13","210","17.3458"
"211","1978-01-21","211","5801130"
"212","2001-05-14","212","410.668"
"213","2005-08-27","213","157413"
"214","1974-02-24","214","16917"
"215","1991-07-31","215","87"
"216","2001-03-21","216","13.8115"
"217","1980-10-23","217","0"
"218","1970-12-12","218","2128"
"219","1981-08-20","219","160550000"
"220","2003-11-08","220","117.878"
"221","1988-11-25","221","30421"
"222","2002-08-29","222","738123"
"223","2004-10-15","223","10.5806"
"224","1983-07-04","224","709396000"
"225","2000-09-02","225","315.374"
"226","1973-03-25","226","22108.6"
"227","1985-01-14","227","279303"
"228","1997-01-28","228","72162500"
"229","1981-07-25","229","6.0738"
"230","2020-05-13","230","2997.7"
"231","1992-09-22","231","0"
"232","2019-11-30","232","2190.7"
"233","1974-04-14","233","268.837"
"234","2014-12-08","234","520860"
"235","1985-07-15","235","3.5313"
"236","1999-07-27","236","0.22"
"237","2008-07-19","237","50329.3"
"238","2011-08-20","238","50.1765"
"239","1983-09-04","239","949.225"
"240","1979-10-13","240","18215900"
"241","1984-12-19","241","10.261"
"242","1985-10-17","242","2457020"
"243","1992-09-16","243","20546.2"
"244","1982-03-26","244","1364890"
"245","1979-12-29","245","264.56"
"246","2019-02-21","246","35975.4"
"247","2016-11-15","247","933002000"
"248","2016-11-27","248","3697870"
"249","2018-10-01","249","1495.18"
"250","1992-09-27","250","26.5309"
"251","1979-12-03","251","184013"
"252","2004-07-31","252","0.23"
"253","1972-03-15","253","254623000"
"254","1990-12-16","254","8.61729"
"255","1977-12-30","255","37.4"
"256","2007-10-21","256","254.562"
"257","1986-09-04","257","68.1"
"258","1993-06-14","258","2144.82"
"259","1999-01-08","259","11469600"
"260","1977-05-21","260","167.134"
"261","2006-03-16","261","259268000"
"262","1977-06-07","262","2.829"
"263","2005-10-17","263","2202.21"
"264","2014-05-16","264","0.6"
"265","1982-01-20","265","31.7391"
"266","2012-09-28","266","201.39"
"267","1999-01-17","267","4197880"
"268","1971-07-07","268","3464680"
"269","1972-12-17","269","6093.4"
"270","1999-05-25","270","52"
"271","1971-08-15","271","0"
"272","1980-09-19","272","283653"
"273","2004-04-18","273","337806000"
"274","2016-08-30","274","588657"
"275","1982-04-09","275","6504030"
"276","2020-02-28","276","4482260"
"277","2016-09-19","277","11.4191"
"278","1985-10-01","278","515.101"
"279","2015-05-22","279","95531400"
"280","1980-06-03","280","25506.2"
"281","1992-05-19","281","0"
"282","1973-10-10","282","56150900"
"283","1977-12-12","283","492"
"284","1990-08-14","284","90829.3"
"285","2015-09-13","285","809657"
"286","1999-03-21","286","0"
"287","2014-05-08","287","4466"
"288","1984-06-07","288","0.1"
"289","1995-09-22","289","21.3917"
"290","2009-07-09","290","175.5"
"291","1970-03-31","291","0"
"292","2009-03-26","292","151440"
"293","1980-07-30","293","4.84"
"294","1970-05-12","294","3064330"
"295","2005-03-06","295","23038.4"
"296","2006-08-25","296","26.8"
"297","2012-10-25","297","104.06"
"298","2015-08-08","298","0"
"299","2008-06-20","299","53.35"
"300","2004-11-09","300","732387"
"301","1992-09-08","301","44444.1"
"302","2012-01-01","302","89.8148"
"303","1978-02-16","303","416946000"
"304","2004-02-03","304","3402.4"
"305","2013-05-07","305","124.244"
"306","1989-02-06","306","672.005"
"307","1978-02-08","307","238.011"
"308","2003-04-22","308","2767640"
"309","1998-07-18","309","0"
"310","1983-11-21","310","3155930"
"311","1997-02-20","311","28378800"
"312","1981-12-05","312","4388250"
"313","1973-02-18","313","4.25313"
"314","1987-09-06","314","601.325"
"315","2008-11-16","315","4.836"
"316","2002-06-01","316","142033000"
"317","1970-03-18","317","158124"
"318","2004-06-22","318","41813"
"319","1996-12-21","319","88391.6"
"320","2012-05-21","320","2"
"321","1995-05-25","321","339306"
"322","2004-12-26","322","12888700"
"323","1988-09-06","323","77158"
"324","2009-04-18","324","2"
"325","1977-12-26","325","5710830"
"326","2008-06-21","326","0"
"327","2014-07-07","327","71401800"
"328","1973-12-09","328","2380.7"
"329","2016-07-13","329","2.86431"
"330","1997-12-31","330","81762.9"
"331","1971-07-20","331","3.90653"
"332","2019-03-05","332","49901700"
"333","2019-11-08","333","44589900"
"334","1983-05-19","334","32.2598"
"335","1987-10-21","335","789361"
"336","1975-03-08","336","4476940"
"337","1984-03-25","337","13706400"
"338","1998-12-31","338","4.91343"
"339","1972-12-09","339","0"
"340","2013-05-29","340","0"
"341","1991-06-22","341","62.1789"
"342","2001-01-04","342","21.9209"
"343","2007-10-28","343","384280000"
"344","1982-12-29","344","3949"
"345","2020-10-15","345","3.8"
"346","1976-01-14","346","4.785"
"347","1973-07-19","347","57.6473"
"348","2005-03-28","348","0"
"349","2019-07-19","349","0"
"350","1994-06-29","350","5682.12"
"351","2002-12-26","351","43060700"
"352","1977-08-26","352","53954200"
"353","2004-06-15","353","346778000"
"354","2003-12-23","354","424646"
"355","1993-06-07","355","88514.6"
"356","2015-06-26","356","1579.01"
"357","1971-10-08","357","5408600"
"358","2002-08-28","358","22083500"
"359","2009-03-13","359","451900000"
"360","1975-04-29","360","1888.12"
"361","1972-05-30","361","78973.2"
"362","1979-12-21","362","0.6"
"363","1991-12-16","363","247975000"
"364","1976-12-30","364","139.747"
"365","1998-01-01","365","3239830"
"366","1985-09-10","366","1159300"
"367","1976-08-25","367","5.66845"
"368","1985-08-05","368","108062"
"369","1991-06-19","369","93149.8"
"370","1997-02-25","370","36765.5"
"371","1997-12-03","371","46.37"
"372","1983-03-27","372","693147"
"373","1999-09-12","373","280714"
"374","2007-05-29","374","7886.33"
"375","1980-10-11","375","204.446"
"376","2015-08-23","376","0.36809"
"377","2000-09-18","377","7.13253"
"378","1996-04-12","378","0"
"379","2013-05-31","379","1.1"
"380","1993-02-12","380","283217000"
"381","2001-11-30","381","2318.43"
"382","1986-06-17","382","1.30819"
"383","1972-08-05","383","544277"
"384","1993-02-02","384","7334060"
"385","2012-12-27","385","6"
"386","2003-05-14","386","76826400"
"387","1975-01-24","387","1078.49"
"388","1995-10-13","388","14745600"
"389","1989-10-23","389","90696200"
"390","1997-03-12","390","1123080"
"391","2004-10-17","391","80.7463"
"392","1981-09-23","392","52549600"
"393","1983-04-01","393","440.134"
"394","2007-03-08","394","718442000"
"395","2005-10-05","395","7236950"
"396","2020-02-09","396","1810.51"
"397","2004-07-17","397","159224"
"398","2002-01-25","398","1.28113"
"399","1983-02-06","399","333093000"
"400","2007-05-18","400","5579.34"
"401","1977-01-10","401","1942"
"402","1981-10-27","402","5.17883"
"403","1991-11-19","403","2275910"
"404","1972-07-10","404","115.751"
"405","1994-05-29","405","3049.34"
"406","2001-08-26","406","295405000"
"407","1976-09-01","407","224"
"408","1991-07-11","408","0.704448"
"409","2006-05-06","409","12.1"
"410","1996-01-16","410","690.569"
"411","1981-01-16","411","0"
"412","1978-06-19","412","1.2524"
"413","1987-08-01","413","2418920"
"414","1982-07-27","414","73867.5"
"415","1972-09-24","415","35079.9"
"416","1985-07-15","416","295.438"
"417","2004-12-21","417","7020.75"
"418","1993-10-20","418","1.21655"
"419","2018-02-02","419","268435"
"420","2019-12-25","420","11.2345"
"421","2007-09-01","421","0"
"422","1975-07-04","422","3"
"423","2006-06-20","423","12.05"
"424","1974-02-19","424","6598"
"425","1982-06-13","425","80.4689"
"426","1971-09-09","426","4.90919"
"427","1983-06-09","427","1493.64"
"428","1972-02-24","428","0"
"429","2003-06-06","429","0"
"430","1987-06-05","430","0.89466"
"431","1991-05-13","431","2379.98"
"432","2005-07-05","432","2097.44"
"433","1974-01-30","433","3209.7"
"434","2012-05-25","434","26.5583"
"435","2004-06-29","435","549294000"
"436","1982-09-16","436","0"
"437","1971-12-05","437","3414.09"
"438","1997-03-26","438","0.92"
"439","1980-11-20","439","1297.41"
"440","1977-12-26","440","52689.6"
"441","1976-09-23","441","1.15429"
"442","2000-09-30","442","6.82956"
"443","1991-06-12","443","96592"
"444","2009-03-01","444","52687700"
"445","2010-02-24","445","32880600"
"446","1988-10-22","446","71416.2"
"447","1973-12-13","447","211.2"
"448","2006-04-03","448","6041.49"
"449","1979-07-28","449","342.697"
"450","1992-11-12","450","0"
"451","1973-11-11","451","2646.14"
"452","2020-12-29","452","5909.5"
"453","2015-07-04","453","0"
"454","1990-02-25","454","29360500"
"455","2020-11-06","455","1363250"
"456","2016-06-05","456","67.2273"
"457","1995-08-31","457","0.997593"
"458","2004-07-01","458","38839.4"
"459","1985-03-18","459","44164600"
"460","1975-08-06","460","165600"
"461","2009-08-18","461","0"
"462","2001-11-06","462","128379"
"463","1976-04-12","463","179458"
"464","1976-06-18","464","0"
"465","1997-07-07","465","602323000"
"466","2020-09-16","466","20134100"
"467","1972-07-08","467","1921070"
"468","2005-09-08","468","0"
"469","1994-09-22","469","1126.26"
"470","2019-01-21","470","2650540"
"471","1972-05-25","471","17808900"
"472","1994-09-23","472","87.3878"
"473","1981-10-25","473","54771600"
"474","2019-06-25","474","120567000"
"475","1979-07-08","475","394167"
"476","1989-07-24","476","128.331"
"477","1986-04-24","477","2059"
"478","1999-09-22","478","0"
"479","1977-05-08","479","4.7"
"480","2010-07-04","480","2362.81"
"481","2009-08-27","481","230179"
"482","1974-09-25","482","12.6686"
"483","1989-11-26","483","4453.75"
"484","1972-04-01","484","2.6021"
"485","1981-08-03","485","142.324"
"486","1972-03-09","486","0"
"487","1985-05-06","487","228.675"
"488","2000-10-06","488","4999.4"
"489","2011-05-15","489","37693100"
"490","1987-10-28","490","17.0887"
"491","1975-08-31","491","1.13848"
"492","2015-04-16","492","1.6"
"493","2013-05-31","493","46197.1"
"494","2019-04-13","494","2608.5"
"495","2020-01-06","495","503.275"
"496","1998-09-28","496","261.3"
"497","2009-12-25","497","24831.8"
"498","1998-02-28","498","27484400"
"499","2012-11-14","499","16.7038"
"500","2000-02-28","500","280877"
"501","2012-12-06","501","4665.74"
"502","1982-10-02","502","36.7032"
"503","1994-11-04","503","76.6504"
"504","2009-11-14","504","233817000"
"505","1994-02-12","505","49.2041"
"506","1998-09-16","506","804374"
"507","1991-07-19","507","2608.32"
"508","2006-01-17","508","4.1065"
"509","1988-02-26","509","192748"
"510","1977-12-04","510","0"
"511","1984-02-21","511","3994.8"
"512","2012-03-24","512","7545600"
"513","1993-01-18","513","0.405993"
"514","2015-07-17","514","91534200"
"515","1973-07-08","515","4631.06"
"516","1980-08-15","516","3012.05"
"517","1994-07-18","517","234.349"
"518","1971-07-26","518","98.721"
"519","1971-09-12","519","11941.9"
"520","1991-02-09","520","10545.6"
"521","1980-10-03","521","446.781"
"522","2016-06-15","522","3120.07"
"523","1995-08-05","523","7507.29"
"524","2004-03-14","524","1859640"
"525","2005-08-09","525","4195760"
"526","2010-05-14","526","1606.55"
"527","2003-08-26","527","80109.4"
"528","2014-11-04","528","56331900"
"529","2017-02-11","529","314.419"
"530","2009-05-05","530","2.2"
"531","1985-11-20","531","361408000"
"532","1999-12-28","532","2929180"
"533","1997-10-12","533","58.4502"
"534","2010-10-22","534","4.0265"
"535","1991-06-27","535","3751760"
"536","1989-01-06","536","0.3174"
"537","1978-06-23","537","0.735457"
"538","1988-08-14","538","218.008"
"539","1978-10-31","539","0"
"540","2016-09-16","540","189655000"
"541","1973-05-04","541","1504.54"
"542","1970-10-26","542","0"
"543","2014-04-19","543","146812"
"544","2009-02-21","544","5.6"
"545","1970-06-20","545","74930.6"
"546","2006-02-06","546","0"
"547","2013-05-08","547","104358000"
"548","1977-05-19","548","427622000"
"549","1971-10-26","549","877.415"
"550","2000-10-02","550","209860"
"551","2015-08-28","551","2894670"
"552","1984-05-23","552","2.38"
"553","1998-10-07","553","2789.5"
"554","1992-10-26","554","7136240"
"555","1998-03-04","555","351660"
"556","2008-07-11","556","1.6572"
"557","2005-07-03","557","89198.4"
"558","1980-12-21","558","1429770"
"559","1975-01-30","559","74.7725"
"560","1987-02-20","560","4.67872"
"561","1981-01-18","561","150050"
"562","2019-09-15","562","0"
"563","1990-06-14","563","13929000"
"564","2014-01-25","564","93687.3"
"565","1994-06-07","565","1458.75"
"566","2007-04-22","566","17.66"
"567","2015-01-26","567","4781340"
"568","1981-02-02","568","18375500"
"569","2000-01-05","569","14.8886"
"570","2010-04-19","570","7.05243"
"571","2012-09-26","571","79270.4"
"572","2015-10-10","572","42.2613"
"573","1981-10-22","573","303923000"
"574","2018-01-13","574","452375"
"575","2018-09-13","575","3004820"
"576","1984-11-11","576","7733180"
"577","1974-03-02","577","311370000"
"578","1973-12-27","578","3318.67"
"579","1971-01-30","579","365.405"
"580","2008-08-12","580","33.5161"
"581","1971-02-20","581","1817940"
"582","1973-01-31","582","22"
"583","1990-04-13","583","325017"
"584","1977-10-08","584","23074.8"
"585","2020-07-11","585","356531"
"586","2003-02-12","586","157.59"
"587","2013-08-20","587","61.9"
"588","2009-08-02","588","320.465"
"589","1997-09-13","589","0"
"590","2008-11-27","590","43461200"
"591","1977-04-21","591","500.543"
"592","2007-04-17","592","0.629579"
"593","1992-03-14","593","0"
"594","2010-05-13","594","183209"
"595","2009-01-15","595","70918.7"
"596","2015-03-27","596","12182.8"
"597","1980-06-27","597","54750.4"
"598","1981-10-08","598","1.20161"
"599","2009-06-05","599","5428.42"
"600","2017-06-03","600","27347600"
"601","2012-05-20","601","216673"
"602","1982-04-23","602","54010200"
"603","2018-09-05","603","210844000"
"604","1983-09-29","604","631430"
"605","1992-12-25","605","3993210"
"606","2011-08-24","606","1048.94"
"607","2018-11-07","607","212.312"
"608","1972-07-31","608","0"
"609","1981-08-03","609","30481"
"610","1986-07-27","610","4823570"
"611","2017-10-22","611","0"
"612","2005-04-06","612","26149.6"
"613","1998-01-23","613","3116740"
"614","2018-02-06","614","2206700"
"615","2008-06-03","615","24344500"
"616","1999-08-24","616","1.59052"
"617","1970-04-21","617","4217.31"
"618","1974-10-08","618","1881.9"
"619","2013-03-01","619","12118.9"
"620","1977-02-01","620","15454.3"
"621","1974-11-03","621","4058360"
"622","2003-12-09","622","1"
"623","2010-02-09","623","192.172"
"624","1988-10-26","624","877.27"
"625","2013-12-10","625","62.9951"
"626","1998-12-20","626","0"
"627","1978-11-16","627","0"
"628","2000-10-03","628","282898000"
"629","1999-03-06","629","51.3376"
"630","1975-12-15","630","19688.2"
"631","2013-12-01","631","3.72777"
"632","1981-10-19","632","0"
"633","2005-12-14","633","200077"
"634","1980-01-23","634","4.87792"
"635","1994-10-05","635","3.13"
"636","2004-08-14","636","1771.9"
"637","1999-09-29","637","20.957"
"638","2021-01-01","638","230.99"
"639","2006-05-22","639","0"
"640","1987-11-23","640","75.7412"
"641","2007-06-07","641","19168.9"
"642","1994-03-18","642","434795"
"643","1972-11-12","643","24562.3"
"644","2016-07-06","644","2453600"
"645","1991-06-08","645","25.8437"
"646","2011-11-16","646","867.258"
"647","1989-10-14","647","368549000"
"648","2001-03-20","648","0"
"649","2007-02-21","649","564917"
"650","2015-12-15","650","9596"
"651","1999-11-05","651","2013.76"
"652","1979-02-05","652","17749400"
"653","1992-09-08","653","79834"
"654","1977-09-19","654","293809"
"655","2016-09-25","655","0"
"656","2000-06-18","656","0"
"657","2012-05-11","657","0"
"658","1990-08-08","658","38512.9"
"659","2007-07-08","659","3895.2"
"660","2014-06-07","660","2487110"
"661","2010-08-03","661","34676100"
"662","1989-07-29","662","2"
"663","1991-02-19","663","82722500"
"664","1971-01-14","664","183"
"665","1995-08-29","665","2.86"
"666","2005-10-30","666","6890500"
"667","2010-03-08","667","7998150"
"668","1987-10-12","668","191906"
"669","2016-10-20","669","6047.34"
"670","1981-01-16","670","1006.03"
"671","1987-06-01","671","1784.4"
"672","2008-07-01","672","9908.2"
"673","2014-07-04","673","13470.4"
"674","2007-06-03","674","4.96974"
"675","1974-04-01","675","21058.5"
"676","1982-02-18","676","628.557"
"677","1976-06-02","677","0"
"678","1974-10-26","678","902187"
"679","1974-08-30","679","2735220"
"680","2012-08-03","680","0"
"681","2007-10-21","681","0.9577"
"682","1997-01-18","682","47526600"
"683","2002-07-12","683","2"
"684","1972-07-09","684","2689.7"
"685","2009-03-21","685","0"
"686","1976-07-28","686","152906000"
"687","1993-03-21","687","654422"
"688","1980-02-08","688","1907"
"689","1994-11-02","689","6954.72"
"690","2012-01-23","690","52273.5"
"691","1998-07-01","691","8774120"
"692","1990-01-09","692","0"
"693","2008-12-03","693","4544510"
"694","1980-12-24","694","71.415"
"695","2006-04-21","695","562"
"696","1979-08-07","696","3906880"
"697","1981-02-08","697","18.3835"
"698","2018-09-09","698","167.609"
"699","1983-12-30","699","100.24"
"700","1974-06-11","700","0"
"701","2007-07-22","701","492835000"
"702","1973-10-11","702","1174.74"
"703","1986-10-02","703","0"
"704","1973-09-26","704","6"
"705","2013-06-05","705","57286800"
"706","1989-06-06","706","2916200"
"707","1998-04-06","707","85354000"
"708","2010-02-01","708","0"
"709","1980-05-29","709","1.883"
"710","2007-02-08","710","67"
"711","2004-04-13","711","4.88927"
"712","2003-07-16","712","2898.47"
"713","1996-04-10","713","6.16599"
"714","2015-04-06","714","407419000"
"715","1995-01-12","715","0"
"716","2016-04-26","716","1716.21"
"717","2020-08-26","717","632438"
"718","2001-11-09","718","383164000"
"719","1980-02-02","719","2375.91"
"720","2007-05-27","720","287660"
"721","1999-02-06","721","31173.7"
"722","2013-09-20","722","446334"
"723","2015-08-11","723","160.08"
"724","2010-05-19","724","125.485"
"725","2002-08-16","725","50484500"
"726","1974-07-18","726","1585230"
"727","1996-11-20","727","332651000"
"728","1991-03-27","728","433.238"
"729","1986-11-30","729","644.204"
"730","2017-07-28","730","8533200"
"731","1975-03-17","731","75.1897"
"732","2000-08-01","732","4529960"
"733","1995-11-17","733","3511120"
"734","1984-12-15","734","3"
"735","2000-12-15","735","0.0916849"
"736","1994-07-01","736","0"
"737","1992-08-19","737","3654580"
"738","2014-08-20","738","0"
"739","2018-03-15","739","24731.2"
"740","1998-10-19","740","731.59"
"741","1978-05-26","741","351.192"
"742","1979-10-21","742","2545100"
"743","2015-05-12","743","188.318"
"744","1976-04-28","744","2.15467"
"745","1988-03-01","745","1772180"
"746","1976-03-19","746","20041900"
"747","1974-10-18","747","4.82197"
"748","1976-11-12","748","85865.6"
"749","1976-03-30","749","0"
"750","2001-06-14","750","10868.3"
"751","1990-01-23","751","0.150171"
"752","2018-05-10","752","4.27108"
"753","2009-09-13","753","0.45974"
"754","2008-03-09","754","9.89464"
"755","2016-02-04","755","13247100"
"756","2014-10-08","756","0.359505"
"757","1974-11-08","757","4976050"
"758","2019-07-27","758","869.727"
"759","2020-11-10","759","8.0853"
"760","1974-02-17","760","551.7"
"761","1999-07-16","761","459.425"
"762","1994-02-05","762","145316"
"763","2019-01-25","763","3"
"764","2019-02-09","764","3927030"
"765","2006-10-10","765","5537610"
"766","2002-08-14","766","0"
"767","1988-11-23","767","0"
"768","2016-11-28","768","128662"
"769","1996-04-12","769","0"
"770","1985-09-10","770","51974600"
"771","2007-08-07","771","368456000"
"772","1986-10-21","772","5.01216"
"773","1982-03-17","773","97925.5"
"774","2019-10-01","774","3037920"
"775","1990-05-29","775","300456000"
"776","1988-03-20","776","9796690"
"777","1971-03-22","777","2255.95"
"778","1978-09-15","778","12571.2"
"779","1981-01-13","779","301858"
"780","1989-10-14","780","65131.2"
"781","1987-12-26","781","695108"
"782","1984-04-22","782","1320240"
"783","2015-07-16","783","14.1104"
"784","1999-03-17","784","0"
"785","1979-12-21","785","4954.2"
"786","2005-06-23","786","1317.7"
"787","2007-06-05","787","5542230"
"788","1994-07-21","788","6403.44"
"789","2006-01-04","789","714.833"
"790","1999-11-30","790","40.9"
"791","2011-02-03","791","318111000"
"792","2000-11-04","792","213.477"
"793","2007-07-20","793","322868"
"794","2005-11-14","794","15259000"
"795","1985-05-12","795","167.542"
"796","2015-10-09","796","125422"
"797","1981-10-31","797","62921400"
"798","2015-09-04","798","0.45934"
"799","2011-09-19","799","17.204"
"800","2001-11-16","800","38.3703"
"801","1975-10-11","801","3880150"
"802","2008-06-18","802","173693"
"803","2015-04-22","803","526841000"
"804","1970-03-27","804","618875"
"805","2004-07-08","805","77.0525"
"806","2000-08-28","806","508.9"
"807","1974-04-16","807","1.381"
"808","1979-01-15","808","547813000"
"809","2000-05-29","809","19976400"
"810","1992-08-30","810","14298"
"811","1989-07-18","811","1063.55"
"812","1985-09-17","812","103048000"
"813","2001-05-22","813","0"
"814","1976-07-31","814","25922100"
"815","2007-09-21","815","670579"
"816","1994-04-10","816","197.842"
"817","1986-01-31","817","368464"
"818","1973-08-24","818","4227720"
"819","2015-12-06","819","460471"
"820","2005-10-23","820","8501.55"
"821","1988-03-04","821","86.8773"
"822","2011-11-04","822","26475400"
"823","2011-11-02","823","2695.68"
"824","1972-06-23","824","20274700"
"825","1983-06-03","825","11165.8"
